node_id,color,anomaly
647,orange,0
648,blue,0
649,blue,1
650,blue,0
651,blue,0
652,orange,0
653,orange,0
654,blue,0
655,blue,0
656,blue,0
657,blue,0
658,orange,0
659,orange,0
660,blue,0
661,blue,0
662,blue,1
663,blue,0
664,orange,0
665,orange,0
666,blue,0
667,blue,0
668,blue,0
669,blue,0
670,orange,0
671,orange,1
672,blue,1
673,blue,0
674,blue,0
675,blue,0
676,orange,0
677,orange,0
678,blue,0
679,blue,0
680,blue,0
681,blue,0
682,orange,0
683,orange,0
684,blue,0
685,blue,0
686,blue,0
687,blue,0
688,orange,0
689,orange,0
690,blue,0
691,blue,0
692,blue,0
693,blue,0
694,orange,0
695,orange,0
696,blue,0
697,blue,0
698,blue,0
699,blue,0
700,orange,0
701,orange,0
702,blue,0
703,blue,0
704,blue,1
705,blue,0
706,orange,0
707,orange,0
708,blue,0
709,blue,0
710,blue,0
711,blue,0
712,orange,0
713,orange,0
714,blue,0
715,blue,0
716,blue,0
717,blue,0
718,orange,0
719,orange,0
720,blue,0
721,blue,0
722,blue,0
723,blue,0
724,orange,0
725,orange,0
726,blue,0
727,blue,0
728,blue,0
729,blue,0
730,orange,0
731,orange,0
732,blue,0
733,blue,0
734,blue,0
735,blue,0
736,orange,0
737,orange,0
738,blue,0
739,blue,0
740,blue,0
741,blue,0
742,orange,0
743,orange,0
744,blue,0
745,blue,0
746,blue,1
747,blue,0
748,orange,0
749,orange,0
750,blue,0
751,blue,0
752,blue,0
753,blue,0
754,orange,0
755,orange,0
756,blue,0
757,blue,0
758,blue,0
759,blue,0
760,orange,0
761,orange,0
762,blue,0
763,blue,0
764,blue,0
765,blue,0
766,orange,0
767,orange,0
768,blue,0
769,blue,0
770,blue,0
771,blue,0
772,orange,0
773,orange,0
774,blue,0
775,blue,0
776,blue,0
777,blue,0
778,orange,0
779,orange,0
780,blue,0
781,blue,0
782,blue,0
783,blue,0
784,orange,1
785,orange,0
786,blue,0
787,blue,0
788,blue,0
789,blue,0
790,orange,0
791,orange,0
792,blue,0
793,blue,0
794,blue,0
795,blue,0
796,orange,0
797,orange,0
798,blue,0
799,blue,0
800,blue,0
801,blue,0
802,orange,0
803,orange,0
804,blue,0
805,blue,0
806,blue,0
807,blue,1
808,orange,1
809,orange,0
810,blue,0
811,blue,0
812,blue,0
813,blue,0
814,orange,0
815,orange,0
816,blue,0
817,blue,0
818,blue,0
819,blue,0
820,orange,0
821,orange,0
822,blue,0
823,blue,0
824,blue,0
825,blue,0
826,orange,0
827,orange,0
828,blue,0
829,blue,0
830,blue,0
831,blue,0
832,orange,0
833,orange,0
834,blue,0
835,blue,0
836,blue,0
837,blue,0
838,orange,0
839,orange,0
840,blue,0
841,blue,0
842,blue,0
843,blue,0
844,orange,0
845,orange,0
846,blue,0
847,blue,0
848,blue,0
849,blue,0
850,orange,0
851,orange,0
852,blue,0
853,blue,0
854,blue,0
855,blue,0
856,orange,0
857,orange,0
858,blue,0
859,blue,0
860,blue,0
861,blue,0
862,orange,0
863,orange,0
864,blue,0
865,blue,0
866,blue,0
867,blue,0
868,orange,0
869,orange,0
870,blue,0
871,blue,0
872,blue,0
873,blue,0
874,orange,1
875,orange,1
876,blue,0
877,blue,0
878,blue,0
879,blue,0
880,orange,0
881,orange,0
882,blue,0
883,blue,0
884,blue,0
885,blue,0
886,orange,0
887,orange,0
888,blue,0
889,blue,0
890,blue,0
891,blue,0
892,orange,0
893,orange,0
894,blue,0
895,blue,0
896,blue,0
897,blue,0
898,orange,0
899,orange,0
900,grey,0
901,grey,0
902,grey,0
903,grey,0
904,grey,0
905,grey,0
906,grey,0
907,grey,0
908,grey,0
909,grey,0
910,grey,0
911,grey,0
912,grey,0
913,grey,0
914,grey,0
915,grey,0
916,grey,0
917,grey,0
918,grey,0
919,grey,0
920,grey,0
921,grey,0
922,grey,0
923,grey,0
924,grey,0
925,grey,0
926,grey,0
927,grey,0
928,grey,0
929,grey,0
930,grey,0
931,grey,0
932,grey,0
933,grey,0
934,grey,0
935,grey,0
936,grey,0
937,grey,0
938,grey,0
939,grey,0
940,grey,0
941,grey,0
942,grey,0
943,grey,0
944,grey,0
945,grey,0
946,grey,0
947,grey,0
948,grey,0
949,grey,0
950,grey,0
951,grey,0
952,grey,0
953,grey,0
954,grey,0
955,grey,0
956,grey,0
957,grey,0
958,grey,0
959,grey,0
960,grey,0
961,grey,0
962,grey,0
963,grey,0
964,grey,0
965,grey,0
966,grey,0
967,grey,0
968,grey,0
969,grey,0
970,grey,0
971,grey,0
972,grey,0
973,grey,0
974,grey,0
975,grey,0
976,grey,0
977,grey,0
978,grey,0
979,grey,0
980,grey,0
981,grey,0
982,grey,0
983,grey,0
984,grey,0
985,grey,0
986,grey,0
987,grey,0
988,grey,0
989,grey,0
990,grey,0
991,grey,0
992,grey,0
993,grey,0
994,grey,0
995,grey,0
996,grey,0
997,grey,0
998,grey,0
999,grey,0
1000,grey,0
1001,grey,0
1002,grey,0
1003,grey,0
1004,grey,0
1005,grey,0
1006,grey,0
1007,grey,0
1008,grey,0
1009,grey,0
1010,grey,0
1011,grey,0
1012,grey,0
1013,grey,0
1014,grey,0
1015,grey,0
1016,grey,0
1017,grey,0
1018,grey,0
1019,grey,0
1020,grey,0
1021,grey,0
1022,grey,0
1023,grey,0
1024,grey,0
1025,grey,0
1026,grey,0
1027,grey,0
1028,grey,0
1029,grey,0
1030,grey,0
1031,grey,0
1032,grey,0
1033,grey,0
1034,grey,0
1035,grey,0
1036,grey,0
1037,grey,0
1038,grey,0
1039,grey,0
1040,grey,0
1041,grey,0
1042,grey,0
1043,grey,0
1044,grey,0
1045,grey,0
1046,grey,0
1047,grey,0
1048,grey,0
1049,grey,0
1050,grey,0
1051,grey,0
1052,grey,0
1053,grey,0
1054,grey,0
1055,grey,0
1056,grey,0
1057,grey,0
1058,grey,0
1059,grey,0
1060,grey,0
1061,grey,0
1062,grey,0
1063,grey,0
1064,grey,0
1065,grey,0
1066,grey,0
1067,grey,0
1068,grey,0
1069,grey,0
1070,grey,0
1071,grey,0
1072,grey,0
1073,grey,0
1074,grey,0
1075,grey,0
1076,grey,0
1077,grey,0
1078,grey,0
1079,grey,0
1080,grey,0
1081,grey,0
1082,grey,0
1083,grey,0
1084,grey,0
1085,grey,0
1086,grey,0
1087,grey,0
1088,grey,0
1089,grey,0
1090,grey,0
1091,grey,0
1092,grey,0
1093,grey,0
1094,grey,0
1095,grey,0
1096,grey,0
1097,grey,0
1098,grey,0
1099,grey,0
1100,grey,0
1101,grey,0
1102,grey,0
1103,grey,0
1104,grey,0
1105,grey,0
1106,grey,0
1107,grey,0
1108,grey,0
1109,grey,0
1110,grey,0
1111,grey,0
1112,grey,0
1113,grey,0
1114,grey,0
1115,grey,0
1116,grey,0
1117,grey,0
1118,grey,0
1119,grey,0
1120,grey,0
1121,grey,0
1122,grey,0
1123,grey,0
1124,grey,0
1125,grey,0
1126,grey,0
1127,grey,0
1128,grey,0
1129,grey,0
1130,grey,0
1131,grey,0
1132,grey,0
1133,grey,0
1134,grey,0
1135,grey,0
1136,grey,0
1137,grey,0
1138,grey,0
1139,grey,0
1140,grey,0
1141,grey,0
1142,grey,0
1143,grey,0
1144,grey,0
1145,grey,0
1146,grey,0
1147,grey,0
1148,grey,0
1149,grey,0
1150,grey,0
1151,grey,0
1152,grey,0
1153,grey,0
1154,grey,0
1155,grey,0
1156,grey,0
1157,grey,0
1158,grey,0
1159,grey,0
1160,grey,0
1161,grey,0
1162,grey,0
1163,grey,0
1164,grey,0
1165,grey,0
1166,grey,0
1167,grey,0
1168,grey,0
1169,grey,0
1170,grey,0
1171,grey,0
1172,grey,0
1173,grey,0
1174,grey,0
1175,grey,0
1176,grey,0
1177,grey,0
1178,grey,0
1179,grey,0
1180,grey,0
1181,grey,0
1182,grey,0
1183,grey,0
1184,grey,0
1185,grey,0
1186,grey,0
1187,grey,0
1188,grey,0
1189,grey,0
1190,grey,0
1191,grey,0
1192,grey,0
1193,grey,0
1194,grey,0
1195,grey,0
1196,grey,0
1197,grey,0
1198,grey,0
1199,grey,0
1200,grey,0
1201,grey,0
1202,grey,0
1203,grey,0
1204,grey,0
1205,grey,0
1206,grey,0
1207,grey,0
1208,grey,0
1209,grey,0
1210,grey,0
1211,grey,0
1212,grey,0
1213,grey,0
1214,grey,0
1215,grey,0
1216,grey,0
1217,grey,0
1218,grey,0
1219,grey,0
1220,grey,0
1221,grey,0
1222,grey,0
1223,grey,0
1224,grey,0
1225,grey,0
1226,grey,0
1227,grey,0
1228,grey,0
1229,grey,0
1230,grey,0
1231,grey,0
1232,grey,0
1233,grey,0
1234,grey,0
1235,grey,0
1236,grey,0
1237,grey,0
1238,grey,0
1239,grey,0
1240,grey,0
1241,grey,0
1242,grey,0
1243,grey,0
1244,grey,0
1245,grey,0
1246,grey,0
1247,grey,0
1248,grey,0
1249,grey,0
1250,grey,0
1251,grey,0
1252,grey,0
1253,grey,0
1254,grey,0
1255,grey,0
1256,grey,0
1257,grey,0
1258,grey,0
1259,grey,0
1260,grey,0
1261,grey,0
1262,grey,0
1263,grey,0
1264,grey,0
1265,grey,0
1266,grey,0
1267,grey,0
1268,grey,0
1269,grey,0
1270,grey,0
1271,grey,0
1272,grey,0
1273,grey,0
1274,grey,0
1275,grey,0
1276,grey,0
1277,grey,0
1278,grey,0
1279,grey,0
1280,grey,0
1281,grey,0
1282,grey,0
1283,grey,0
1284,grey,0
1285,grey,0
1286,grey,0
1287,grey,0
1288,grey,0
1289,grey,0
1290,grey,0
1291,grey,0
1292,grey,0
1293,grey,0
1294,grey,0
1295,grey,0
1296,grey,0
1297,grey,0
1298,grey,0
1299,grey,0
